Gen,Domain_idpc_ndu_302_12_4930,Node_idpc_ndu_302_12_4930,Edge_idpc_ndu_302_12_4930,Domain_idpc_ndu_1002_12_82252,Node_idpc_ndu_1002_12_82252,Edge_idpc_ndu_1002_12_82252,Domain_idpc_ndu_1506_9_130556,Node_idpc_ndu_1506_9_130556,Edge_idpc_ndu_1506_9_130556,Domain_idpc_ndu_2494_12_276620,Node_idpc_ndu_2494_12_276620,Edge_idpc_ndu_2494_12_276620,Domain_idpc_ndu_2715_22_592246,Node_idpc_ndu_2715_22_592246,Edge_idpc_ndu_2715_22_592246
43,0.366666667,0.221633554,0.165300879,0.322222222,0.158150366,0.13271734,0.4,0.200221337,0.376433612,0.327777778,0.176610532,0.329328802,0.196969697,0.098416206,0.042333422
44,0.35,0.202428256,0.155118323,0.338888889,0.172987359,0.144505503,0.451851852,0.260779106,0.504407815,0.311111111,0.15862069,0.296803075,0.190909091,0.086899939,0.034483306
45,0.338888889,0.190949227,0.135023665,0.316666667,0.153892216,0.132221304,0.422222222,0.221513944,0.414175271,0.377777778,0.222213312,0.404230352,0.193939394,0.092498465,0.038128976
46,0.366666667,0.224503311,0.144394861,0.327777778,0.162142382,0.136292532,0.4,0.200177069,0.383042781,0.361111111,0.207511361,0.378798834,0.206060606,0.104014733,0.043841579
47,0.322222222,0.180573951,0.118985801,0.361111111,0.196141051,0.167793286,0.42962963,0.235768039,0.456749594,0.372222222,0.218765036,0.405030005,0.2,0.099324739,0.042311134
48,0.322222222,0.179249448,0.121027721,0.305555556,0.136926148,0.110746649,0.4,0.199601594,0.375645189,0.311111111,0.160705694,0.303559155,0.248484848,0.144235727,0.06250522
49,0.327777778,0.184547461,0.145787694,0.322222222,0.148769128,0.117853264,0.414814815,0.218016822,0.417404536,0.333333333,0.176289762,0.320090859,0.175757576,0.077028852,0.031981305
50,0.327777778,0.183002208,0.147180527,0.327777778,0.159081836,0.132134578,0.377777778,0.177600708,0.337367873,0.316666667,0.155947608,0.276470007,0.196969697,0.097262124,0.041824737
51,0.377777778,0.236423841,0.191115619,0.322222222,0.159680639,0.136457877,0.437037037,0.241080124,0.459532053,0.338888889,0.186180166,0.343189695,0.212121212,0.111233886,0.047816279
52,0.333333333,0.190949227,0.118918188,0.311111111,0.144577512,0.118898831,0.466666667,0.273660912,0.523936599,0.372222222,0.224378508,0.421114405,0.190909091,0.090141191,0.037513241
53,0.327777778,0.178145695,0.118634212,0.316666667,0.154823686,0.129967255,0.37037037,0.166755201,0.310134093,0.305555556,0.148944133,0.270670716,0.209090909,0.104996931,0.043649542
54,0.372222222,0.229139073,0.156105477,0.322222222,0.160479042,0.13766798,0.392592593,0.193359894,0.366001818,0.344444444,0.193985565,0.361826573,0.172727273,0.074475138,0.031198297
55,0.316666667,0.173509934,0.1343881,0.288888889,0.126746507,0.10725494,0.422222222,0.223151837,0.424772001,0.327777778,0.17329591,0.319055503,0.206060606,0.103818293,0.04385475
56,0.361111111,0.223620309,0.185179175,0.361111111,0.19760479,0.170236995,0.42962963,0.233244799,0.444493295,0.35,0.198770382,0.37013424,0.221212121,0.119656231,0.051529151
57,0.322222222,0.173951435,0.104178499,0.338888889,0.170858283,0.141143478,0.385185185,0.180256751,0.333300142,0.333333333,0.181529003,0.337925433,0.227272727,0.122160835,0.052164247
58,0.366666667,0.226490066,0.187167005,0.322222222,0.15489022,0.128600723,0.392592593,0.190438247,0.352120163,0.338888889,0.186420743,0.344841058,0.209090909,0.106617557,0.045092636
59,0.35,0.21192053,0.163921569,0.344444444,0.178908849,0.152593655,0.414814815,0.210934042,0.389802077,0.338888889,0.184897086,0.341177548,0.190909091,0.087734807,0.035409723
60,0.355555556,0.208830022,0.141703854,0.344444444,0.173985363,0.142423285,0.422222222,0.227357238,0.43594575,0.35,0.200454424,0.37484154,0.224242424,0.122430939,0.052977985
61,0.327777778,0.184547461,0.139513185,0.294444444,0.128742515,0.104551865,0.407407407,0.208587871,0.398691749,0.333333333,0.178080727,0.325874726,0.233333333,0.130362185,0.056018501
62,0.316666667,0.164900662,0.098985801,0.333333333,0.166001331,0.139015059,0.437037037,0.24249668,0.464604206,0.3,0.144052392,0.26041742,0.224242424,0.119116022,0.05018534
63,0.327777778,0.183664459,0.113076403,0.333333333,0.165868263,0.136966072,0.414814815,0.217928287,0.416084541,0.35,0.198209035,0.366489528,0.206060606,0.107133211,0.046771218
64,0.383333333,0.236865342,0.179648411,0.35,0.180372588,0.149100326,0.437037037,0.240150509,0.454485432,0.288888889,0.130205827,0.231206951,0.196969697,0.094315531,0.038882829
65,0.333333333,0.188300221,0.131250845,0.333333333,0.171789754,0.147121853,0.422222222,0.224081452,0.426721611,0.327777778,0.174953221,0.323273323,0.187878788,0.089772867,0.038231523
66,0.355555556,0.215011038,0.162677485,0.338888889,0.174384564,0.147716773,0.451851852,0.257813192,0.490571607,0.305555556,0.147072975,0.265691803,0.181818182,0.081596071,0.033880516
67,0.361111111,0.21192053,0.143718729,0.344444444,0.175316035,0.145577007,0.362962963,0.159008411,0.296049205,0.35,0.19379845,0.351132962,0.2,0.098686311,0.040937043
68,0.394444444,0.252759382,0.172129817,0.322222222,0.153093812,0.124934753,0.37037037,0.164630367,0.302738033,0.316666667,0.163619353,0.301743186,0.23030303,0.127734807,0.055056626
69,0.35,0.205739514,0.164881677,0.333333333,0.166533599,0.139984438,0.422222222,0.222974768,0.420163506,0.322222222,0.166426089,0.302758056,0.239393939,0.135469613,0.058605827
70,0.366666667,0.218543046,0.135889114,0.283333333,0.118829009,0.097613027,0.42962963,0.230898628,0.436837321,0.338888889,0.187035552,0.346974188,0.227272727,0.123560467,0.052609107
71,0.366666667,0.225386313,0.171521298,0.305555556,0.134597472,0.106711083,0.444444444,0.248074369,0.474788852,0.338888889,0.186340551,0.344538838,0.206060606,0.105979128,0.045550216
72,0.372222222,0.228918322,0.156443543,0.344444444,0.182235529,0.155187311,0.422222222,0.223063302,0.421821543,0.327777778,0.17524726,0.325598535,0.209090909,0.107697974,0.046171017
73,0.372222222,0.224503311,0.136808654,0.344444444,0.172255489,0.141355023,0.4,0.200575476,0.381257085,0.338888889,0.181689388,0.326941171,0.203030303,0.103449969,0.045094775
74,0.366666667,0.220309051,0.138526031,0.344444444,0.17744511,0.149632836,0.42962963,0.232049579,0.435271199,0.355555556,0.205292702,0.383028945,0.227272727,0.124198895,0.052745199
75,0.327777778,0.178807947,0.121920216,0.305555556,0.14344644,0.119847947,0.385185185,0.180123949,0.328999561,0.327777778,0.171424753,0.312253151,0.248484848,0.142295887,0.061497981
76,0.383333333,0.239735099,0.172265044,0.327777778,0.159281437,0.128874678,0.392592593,0.19021691,0.357736144,0.322222222,0.166212243,0.302577061,0.224242424,0.121767956,0.052791802
77,0.327777778,0.181236203,0.115659229,0.333333333,0.171190951,0.146234337,0.422222222,0.221823816,0.413401146,0.316666667,0.162416466,0.299517027,0.2,0.098440761,0.0412269
78,0.338888889,0.193156733,0.135212982,0.35,0.178642715,0.146512344,0.4,0.198052236,0.372933709,0.305555556,0.148008554,0.266159352,0.203030303,0.10320442,0.04399602
79,0.35,0.204856512,0.151453685,0.322222222,0.157884232,0.13329686,0.4,0.194909252,0.362106172,0.327777778,0.172761294,0.31627166,0.251515152,0.148336403,0.065203423
80,0.344444444,0.202207506,0.177403651,0.383333333,0.218496341,0.189475433,0.422222222,0.22394865,0.423874302,0.327777778,0.173028602,0.318562649,0.212121212,0.110202578,0.04639401
81,0.405555556,0.262472406,0.199026369,0.388888889,0.220492349,0.186880157,0.488888889,0.297919433,0.571084694,0.344444444,0.188666132,0.344825874,0.242424242,0.138759975,0.060584622
82,0.383333333,0.238852097,0.187640297,0.35,0.18669328,0.161162444,0.407407407,0.204869411,0.381344915,0.294444444,0.133734296,0.235145928,0.203030303,0.099643953,0.040848454
83,0.366666667,0.220971302,0.152210953,0.338888889,0.166799734,0.136059913,0.42962963,0.229791943,0.43476618,0.305555556,0.151430099,0.279485696,0.248484848,0.142737876,0.060894966
84,0.361111111,0.221412804,0.162988506,0.3,0.134730539,0.110462157,0.407407407,0.20876494,0.397538732,0.35,0.199171345,0.370917504,0.242424242,0.137655003,0.059111585
85,0.405555556,0.264679912,0.218485463,0.322222222,0.155622089,0.130641605,0.385185185,0.177644976,0.32669659,0.344444444,0.187677092,0.338607235,0.254545455,0.15174954,0.066551737
86,0.344444444,0.203311258,0.154036511,0.361111111,0.195608782,0.166755824,0.437037037,0.237140328,0.446982649,0.361111111,0.210799252,0.394289639,0.206060606,0.106298343,0.045458475
87,0.4,0.256512141,0.174198783,0.305555556,0.1417831,0.116743666,0.422222222,0.220141656,0.412967615,0.333333333,0.180406308,0.33269684,0.242424242,0.140282382,0.060724992
88,0.355555556,0.211479029,0.132265044,0.305555556,0.142914172,0.120102449,0.42962963,0.233200531,0.449305534,0.322222222,0.16255012,0.288626997,0.215151515,0.113910374,0.048746073
89,0.361111111,0.213907285,0.135185936,0.377777778,0.212441783,0.181757688,0.444444444,0.247985834,0.470067506,0.327777778,0.173483026,0.318333695,0.239393939,0.133799877,0.056856441
90,0.338888889,0.186534216,0.09643002,0.35,0.185562209,0.158239719,0.377777778,0.175166003,0.323436686,0.361111111,0.204865009,0.374136842,0.23030303,0.1306814,0.057632358
91,0.383333333,0.249227373,0.199567275,0.311111111,0.1415835,0.113368672,0.42962963,0.234617087,0.451830121,0.322222222,0.16415397,0.294580773,0.221212121,0.116218539,0.048367064
92,0.377777778,0.239514349,0.16745098,0.344444444,0.179906853,0.150696234,0.407407407,0.207791058,0.390139097,0.338888889,0.185244587,0.340259562,0.236363636,0.129281768,0.05444697
93,0.355555556,0.211258278,0.163962137,0.305555556,0.138789088,0.114271588,0.422222222,0.224435591,0.42527651,0.311111111,0.153541834,0.2770154,0.263636364,0.158895028,0.069236207
94,0.338888889,0.190286976,0.11867478,0.327777778,0.164604125,0.140635283,0.422222222,0.22208942,0.416636539,0.344444444,0.189093825,0.346369267,0.242424242,0.140405157,0.061486387
95,0.377777778,0.233554084,0.175442867,0.344444444,0.179507651,0.151210102,0.42962963,0.229659141,0.429358028,0.288888889,0.132264101,0.239710554,0.260606061,0.155702885,0.067437067
96,0.344444444,0.200441501,0.135375254,0.311111111,0.143512974,0.119607223,0.488888889,0.29309429,0.553800668,0.333333333,0.173670142,0.306869592,0.209090909,0.109294045,0.047137507
97,0.394444444,0.259161148,0.219864773,0.305555556,0.137325349,0.112339315,0.444444444,0.247277556,0.468938489,0.394444444,0.243758353,0.451037524,0.212121212,0.110128913,0.046262983
98,0.383333333,0.24415011,0.172981744,0.327777778,0.158349967,0.130369272,0.4,0.203718459,0.391495859,0.355555556,0.200133654,0.366126576,0.218181818,0.113198281,0.046909674
99,0.338888889,0.193377483,0.125449628,0.311111111,0.144710579,0.118821022,0.444444444,0.250553342,0.480075983,0.316666667,0.160224539,0.292755887,0.23030303,0.124493554,0.052804747
100,0.383333333,0.235540839,0.159432049,0.35,0.185828343,0.159563293,0.414814815,0.215095175,0.403507052,0.333333333,0.181849773,0.337555009,0.206060606,0.104137508,0.044095753
101,0.35,0.205960265,0.133103448,0.316666667,0.15083167,0.125965731,0.437037037,0.241257193,0.457792825,0.322222222,0.168885325,0.312177476,0.221212121,0.120073665,0.05144619
102,0.333333333,0.18410596,0.106396214,0.333333333,0.167797738,0.140648252,0.377777778,0.173882249,0.322209116,0.366666667,0.215423684,0.400180512,0.224242424,0.119558011,0.050320756
103,0.322222222,0.18013245,0.125598377,0.344444444,0.184896873,0.161367505,0.392592593,0.196148738,0.381332149,0.372222222,0.223229083,0.416989854,0.227272727,0.125917741,0.054745945
104,0.394444444,0.246799117,0.177971602,0.361111111,0.193413174,0.166070126,0.444444444,0.25227977,0.489245483,0.333333333,0.17784015,0.324671872,0.224242424,0.123928791,0.054254257
105,0.405555556,0.261368653,0.172305612,0.355555556,0.188888889,0.160144434,0.466666667,0.270606463,0.510615623,0.355555556,0.200507886,0.366795845,0.209090909,0.1075752,0.04586011
106,0.405555556,0.267328918,0.195686275,0.322222222,0.153825682,0.128450777,0.385185185,0.18397521,0.348681536,0.377777778,0.222507351,0.40626202,0.248484848,0.146200123,0.064386758
107,0.372222222,0.225607064,0.152995267,0.377777778,0.213639388,0.185095398,0.4,0.198716246,0.373494388,0.338888889,0.184950548,0.340492613,0.215151515,0.11165132,0.046995336
108,0.4,0.254746137,0.175145368,0.327777778,0.165402528,0.141145099,0.414814815,0.214829571,0.403467222,0.35,0.19478749,0.357447762,0.248484848,0.142222222,0.060409019
109,0.394444444,0.258057395,0.20086545,0.338888889,0.168330007,0.137430498,0.437037037,0.241345728,0.461138515,0.311111111,0.152900294,0.275198467,0.193939394,0.093333333,0.038892172
110,0.361111111,0.214790287,0.151129141,0.344444444,0.176447106,0.146760362,0.466666667,0.271624613,0.514788035,0.383333333,0.231007752,0.425890391,0.242424242,0.139619398,0.060899131
111,0.377777778,0.22803532,0.158701826,0.344444444,0.174384564,0.141833228,0.451851852,0.253696326,0.475093191,0.366666667,0.213311949,0.391695226,0.206060606,0.107059546,0.046247224
112,0.383333333,0.234216336,0.15346856,0.311111111,0.140718563,0.114641995,0.422222222,0.225852147,0.43375614,0.333333333,0.178936113,0.329144916,0.215151515,0.113984039,0.048881264
113,0.388888889,0.245474614,0.170074375,0.322222222,0.15342648,0.123461233,0.414814815,0.214431164,0.402833012,0.338888889,0.183266506,0.33428024,0.239393939,0.13485574,0.057175903
114,0.372222222,0.22406181,0.141528059,0.333333333,0.165668663,0.139040996,0.451851852,0.256795042,0.491534156,0.3,0.141299118,0.254269636,0.172727273,0.074597913,0.03088345
115,0.344444444,0.202207506,0.16224476,0.338888889,0.170924817,0.140509653,0.437037037,0.242363878,0.462584638,0.338888889,0.182464582,0.33102692,0.215151515,0.111332106,0.046507476
116,0.388888889,0.244591611,0.179986477,0.311111111,0.144111776,0.119036619,0.42962963,0.235325365,0.457119806,0.327777778,0.170542636,0.306232136,0.196969697,0.096034377,0.040405957
117,0.405555556,0.265783664,0.201189993,0.338888889,0.172854291,0.145810436,0.459259259,0.26542718,0.500109787,0.327777778,0.170836675,0.310126768,0.2,0.099251074,0.041547938
118,0.372222222,0.236644592,0.172237999,0.327777778,0.161077844,0.134338375,0.392592593,0.188490483,0.346360693,0.394444444,0.239882384,0.435754706,0.218181818,0.114229589,0.047848811
119,0.405555556,0.266887417,0.20356998,0.366666667,0.193479707,0.155863282,0.474074074,0.281496237,0.533598354,0.322222222,0.163886661,0.294549924,0.221212121,0.120810313,0.052602691
120,0.444444444,0.303311258,0.203853955,0.361111111,0.196340652,0.168076967,0.466666667,0.271757415,0.51622803,0.3,0.140497193,0.249414359,0.245454545,0.142344997,0.061398585
121,0.377777778,0.233995585,0.180283976,0.316666667,0.149434464,0.122243836,0.444444444,0.250730412,0.482115976,0.361111111,0.205052125,0.37097173,0.236363636,0.131074279,0.05560167
122,0.4,0.255629139,0.16831643,0.355555556,0.184697272,0.152901652,0.488888889,0.299468792,0.579593942,0.322222222,0.167147821,0.307497409,0.203030303,0.101632904,0.043049566
123,0.433333333,0.289183223,0.210953347,0.35,0.182035928,0.152931641,0.459259259,0.262948207,0.496842224,0.344444444,0.189334403,0.344696696,0.224242424,0.11980356,0.050575605
124,0.438888889,0.299337748,0.241460446,0.383333333,0.211443779,0.174320381,0.407407407,0.210402833,0.404731558,0.327777778,0.171852446,0.31267997,0.236363636,0.134413751,0.059139952
125,0.4,0.253421634,0.180892495,0.366666667,0.196007984,0.163884971,0.451851852,0.259008411,0.493019088,0.344444444,0.187489976,0.338101125,0.23030303,0.125009208,0.052867671
126,0.405555556,0.259381898,0.185436105,0.344444444,0.173719228,0.142640503,0.437037037,0.241567065,0.459336989,0.327777778,0.176102646,0.32834695,0.239393939,0.135985267,0.059169332
127,0.388888889,0.248565121,0.20653144,0.361111111,0.192947438,0.163255199,0.437037037,0.242275343,0.4637494,0.344444444,0.187222668,0.33964259,0.209090909,0.106494782,0.044373003
128,0.394444444,0.256512141,0.195267072,0.322222222,0.155222888,0.128886025,0.459259259,0.264497565,0.500441701,0.333333333,0.178588613,0.329101776,0.233333333,0.128692449,0.055082404
129,0.416666667,0.276600442,0.200162272,0.311111111,0.145375915,0.120441246,0.488888889,0.291633466,0.544718997,0.338888889,0.188024592,0.348979346,0.248484848,0.141510129,0.059766606
130,0.372222222,0.236203091,0.19127789,0.333333333,0.167531603,0.140495064,0.451851852,0.257857459,0.491357987,0.344444444,0.188639401,0.342410286,0.227272727,0.124960098,0.05367308
131,0.405555556,0.2598234,0.194320487,0.322222222,0.15342648,0.124450064,0.414814815,0.218193891,0.419128446,0.35,0.196979417,0.361318536,0.233333333,0.130263966,0.056387492
132,0.366666667,0.229801325,0.177079108,0.327777778,0.16340652,0.138082965,0.377777778,0.175564409,0.327173014,0.355555556,0.20064154,0.366812956,0.236363636,0.133652548,0.057560316
133,0.411111111,0.266225166,0.179675456,0.338888889,0.169793746,0.142143656,0.42962963,0.230633023,0.432785931,0.316666667,0.159689922,0.291946111,0.209090909,0.107968079,0.046448492
134,0.377777778,0.231125828,0.165679513,0.338888889,0.172987359,0.144869426,0.481481481,0.287826472,0.544631678,0.35,0.195054798,0.356252139,0.206060606,0.105905463,0.045294241
135,0.366666667,0.22406181,0.167139959,0.344444444,0.175449102,0.146587722,0.466666667,0.274988933,0.527461524,0.35,0.195856723,0.35808064,0.209090909,0.108410068,0.045911102
136,0.394444444,0.254083885,0.172981744,0.344444444,0.179174983,0.154018545,0.466666667,0.27065073,0.510986856,0.344444444,0.188131516,0.340731931,0.224242424,0.120957643,0.0512295
137,0.383333333,0.23598234,0.142677485,0.361111111,0.19095143,0.159435232,0.474074074,0.27773351,0.523261027,0.327777778,0.174124566,0.321892126,0.23030303,0.125844076,0.053492524
138,0.394444444,0.245916115,0.148370521,0.316666667,0.149234864,0.12320592,0.488888889,0.300708278,0.582402954,0.35,0.198235766,0.370399103,0.224242424,0.12208717,0.052305517
139,0.361111111,0.213686534,0.14296146,0.322222222,0.150232868,0.121255815,0.407407407,0.208632138,0.395276612,0.361111111,0.207912323,0.383018822,0.224242424,0.12203806,0.051990558
140,0.361111111,0.217218543,0.148586883,0.361111111,0.191017964,0.159722965,0.459259259,0.261487384,0.487495021,0.294444444,0.137155841,0.248943195,0.236363636,0.133922652,0.058309329
141,0.4,0.255187638,0.178228533,0.333333333,0.166333999,0.139318193,0.444444444,0.246613546,0.464013399,0.35,0.195482491,0.357348468,0.187878788,0.088004911,0.036937466
142,0.383333333,0.240618102,0.160892495,0.333333333,0.170858283,0.145604565,0.444444444,0.247631695,0.470574058,0.35,0.195562684,0.357843974,0.215151515,0.113075506,0.048021599
143,0.394444444,0.248344371,0.178336714,0.316666667,0.15342648,0.130230673,0.474074074,0.278663125,0.523329963,0.327777778,0.174766105,0.32683537,0.218181818,0.116316759,0.049572306
144,0.366666667,0.221633554,0.137809331,0.294444444,0.126347305,0.102618781,0.414814815,0.220185923,0.422282137,0.361111111,0.206335204,0.375544791,0.221212121,0.118747698,0.050538121
145,0.372222222,0.226710817,0.153211629,0.3,0.132801065,0.108388854,0.474074074,0.284240815,0.551715739,0.4,0.249558941,0.461913576,0.224242424,0.121645181,0.052104362
146,0.383333333,0.242384106,0.160933063,0.327777778,0.156952761,0.129592796,0.392592593,0.191013723,0.357093252,0.333333333,0.179176691,0.329743089,0.254545455,0.149171271,0.064108045
147,0.361111111,0.208388521,0.123583502,0.338888889,0.169860279,0.141158878,0.422222222,0.219433378,0.406132745,0.327777778,0.172387062,0.315278722,0.227272727,0.123634131,0.052873524
148,0.394444444,0.26004415,0.201392833,0.344444444,0.17671324,0.147993159,0.42962963,0.230544489,0.432419294,0.327777778,0.176129377,0.32829899,0.227272727,0.125033763,0.053427686
149,0.4,0.255187638,0.175226504,0.361111111,0.19407851,0.165110474,0.451851852,0.256883577,0.490176885,0.333333333,0.181529003,0.338656882,0.218181818,0.1177655,0.050450995
150,0.377777778,0.236644592,0.166247465,0.338888889,0.175981371,0.150323396,0.42962963,0.231783975,0.43825638,0.35,0.197620957,0.366099824,0.236363636,0.133922652,0.057720047
151,0.4,0.247019868,0.155591616,0.366666667,0.200066534,0.172255183,0.422222222,0.223461709,0.42422562,0.344444444,0.191686715,0.354089846,0.215151515,0.113370166,0.048569007
152,0.4,0.254525386,0.186193374,0.344444444,0.177977379,0.149806286,0.451851852,0.259274015,0.502712501,0.361111111,0.206308474,0.378437809,0.236363636,0.13257213,0.056700425
153,0.372222222,0.22803532,0.160824882,0.322222222,0.158682635,0.134144661,0.437037037,0.240725985,0.457280145,0.344444444,0.189013633,0.344058757,0.178787879,0.081031308,0.033664164
154,0.377777778,0.231567329,0.157241379,0.355555556,0.179374584,0.145605375,0.422222222,0.221602479,0.41437544,0.305555556,0.151831061,0.281879594,0.227272727,0.123535912,0.052776605
155,0.355555556,0.209713024,0.154820825,0.35,0.181037924,0.151322764,0.459259259,0.26542718,0.510038093,0.388888889,0.239000267,0.443060757,0.245454545,0.139177409,0.058634869
156,0.366666667,0.216556291,0.137025017,0.338888889,0.171324019,0.143131677,0.422222222,0.223328907,0.419714656,0.327777778,0.172226677,0.315943653,0.236363636,0.132891344,0.057493114
157,0.388888889,0.246136865,0.201081812,0.333333333,0.164404524,0.137305678,0.4,0.199468792,0.378264244,0.383333333,0.227987169,0.414044056,0.224242424,0.121620626,0.051464876
158,0.4,0.257395143,0.195118323,0.394444444,0.223020625,0.184340806,0.474074074,0.277379371,0.517401983,0.305555556,0.148783748,0.272313402,0.266666667,0.157740945,0.066990856
159,0.377777778,0.233554084,0.169614604,0.355555556,0.189354624,0.161803563,0.414814815,0.211775122,0.39108786,0.361111111,0.207324245,0.381422891,0.233333333,0.129600982,0.055636903
160,0.405555556,0.261810155,0.186653144,0.35,0.177178975,0.144520093,0.451851852,0.256086764,0.489064207,0.355555556,0.203956161,0.379894199,0.233333333,0.129404543,0.055423703
161,0.405555556,0.266225166,0.202515213,0.311111111,0.144976713,0.120990776,0.422222222,0.222974768,0.418270576,0.366666667,0.212804063,0.390849059,0.2,0.096451811,0.039547755
162,0.377777778,0.232891832,0.150006761,0.344444444,0.176580173,0.148947138,0.488888889,0.294687915,0.559286436,0.305555556,0.151269714,0.279666932,0.266666667,0.161006753,0.069753672
163,0.383333333,0.239293598,0.174496281,0.333333333,0.167531603,0.138847282,0.422222222,0.222753431,0.419971506,0.355555556,0.199385191,0.362738534,0.254545455,0.145709024,0.061523759
164,0.355555556,0.211699779,0.158661258,0.311111111,0.145176314,0.122334614,0.42962963,0.231916777,0.440891776,0.361111111,0.207137129,0.381692093,0.242424242,0.135420503,0.056767627
165,0.377777778,0.235761589,0.187302231,0.305555556,0.141716567,0.119045535,0.414814815,0.211332448,0.387766169,0.361111111,0.209088479,0.38592847,0.227272727,0.122872928,0.051574627
166,0.433333333,0.290286976,0.194550372,0.372222222,0.204657352,0.17367602,0.422222222,0.22749004,0.439465057,0.361111111,0.20847367,0.383784012,0.221212121,0.117470841,0.04905743
167,0.422222222,0.286975717,0.231169709,0.383333333,0.215302728,0.184168166,0.4,0.193315626,0.350091915,0.333333333,0.181475541,0.335980768,0.242424242,0.139472069,0.060741764
168,0.427777778,0.283002208,0.197985125,0.311111111,0.14510978,0.120590381,0.496296296,0.305843293,0.592210239,0.377777778,0.223496391,0.409263008,0.242424242,0.138342541,0.059587176
169,0.355555556,0.202869757,0.113387424,0.327777778,0.162674651,0.138871598,0.451851852,0.259141213,0.499622129,0.394444444,0.242796044,0.447229412,0.227272727,0.124297115,0.053362623
170,0.416666667,0.274613687,0.213901285,0.366666667,0.202994012,0.174009143,0.496296296,0.306020363,0.584738605,0.383333333,0.234803528,0.437985202,0.218181818,0.114941682,0.04823266
171,0.438888889,0.298675497,0.191643002,0.355555556,0.181037924,0.1448289,0.414814815,0.216246127,0.40835044,0.372222222,0.220930233,0.40942665,0.245454545,0.142173112,0.061492015
172,0.377777778,0.230684327,0.13816092,0.355555556,0.187491683,0.156792945,0.525925926,0.335148296,0.633649417,0.372222222,0.22280139,0.418261875,0.23030303,0.127341928,0.054204728
173,0.361111111,0.212803532,0.147004733,0.344444444,0.172588157,0.140734167,0.407407407,0.207879593,0.393994403,0.4,0.250654905,0.46721447,0.263636364,0.157298956,0.067712291
174,0.405555556,0.265783664,0.210507099,0.327777778,0.162608117,0.136166902,0.459259259,0.263789287,0.499568512,0.35,0.19577653,0.3608828,0.212121212,0.109171271,0.045484253
175,0.416666667,0.275055188,0.22086545,0.338888889,0.172854291,0.143582324,0.437037037,0.240239044,0.460594177,0.338888889,0.186527666,0.344434483,0.203030303,0.102443217,0.043420696
176,0.372222222,0.22803532,0.165476673,0.388888889,0.225948104,0.195190391,0.444444444,0.246657813,0.466171349,0.355555556,0.199545576,0.363708095,0.224242424,0.122529159,0.052886469
177,0.35,0.205960265,0.122312373,0.35,0.18742515,0.161990793,0.451851852,0.259716689,0.500490722,0.338888889,0.189334403,0.355785554,0.254545455,0.148385513,0.063310854
178,0.455555556,0.313465784,0.225233266,0.377777778,0.21756487,0.19062961,0.444444444,0.246392209,0.460880133,0.311111111,0.15666934,0.287315692,0.206060606,0.103376304,0.043074893
179,0.355555556,0.205960265,0.120608519,0.355555556,0.191949434,0.166579941,0.466666667,0.269632581,0.504159135,0.4,0.251029137,0.468396356,0.245454545,0.140896255,0.060526313
180,0.394444444,0.255408389,0.196348884,0.327777778,0.162674651,0.137575581,0.414814815,0.210978309,0.387472553,0.338888889,0.188559209,0.352285928,0.233333333,0.130509515,0.056482835
181,0.405555556,0.266225166,0.204475997,0.4,0.227478377,0.191424727,0.437037037,0.242540947,0.460969495,0.383333333,0.232718524,0.432007568,0.233333333,0.127783917,0.054212608
182,0.383333333,0.243267108,0.195929682,0.366666667,0.200532269,0.171792378,0.451851852,0.258477202,0.493329044,0.372222222,0.222641005,0.414343383,0.221212121,0.117667281,0.049699393
183,0.45,0.315231788,0.256997972,0.383333333,0.21829674,0.188113764,0.42962963,0.233776007,0.44588478,0.338888889,0.184148623,0.337492589,0.227272727,0.124542664,0.053024475
184,0.383333333,0.241059603,0.170939824,0.394444444,0.225216234,0.189441391,0.466666667,0.274457725,0.522822901,0.35,0.196230954,0.35963536,0.218181818,0.117004297,0.049832671
185,0.411111111,0.263576159,0.179107505,0.383333333,0.21237525,0.177761027,0.437037037,0.239530766,0.452091567,0.316666667,0.161855119,0.297920131,0.260606061,0.151945979,0.064154535
186,0.372222222,0.227373068,0.153563218,0.411111111,0.240319361,0.203688664,0.444444444,0.247853032,0.468277725,0.311111111,0.156482224,0.286243222,0.287878788,0.175420503,0.075199833
187,0.461111111,0.3200883,0.251102096,0.388888889,0.219627412,0.184061988,0.451851852,0.254935812,0.481796828,0.344444444,0.195829992,0.367774805,0.227272727,0.123830571,0.052542468
188,0.388888889,0.241721854,0.170547667,0.372222222,0.204723886,0.172582632,0.503703704,0.315537849,0.60545462,0.361111111,0.208714248,0.38419854,0.236363636,0.134511971,0.058658508
189,0.383333333,0.239293598,0.16719405,0.338888889,0.174983367,0.150243966,0.4,0.197742364,0.366100881,0.305555556,0.148142208,0.267387993,0.224242424,0.122627379,0.052791014
190,0.394444444,0.256953642,0.185949966,0.366666667,0.204723886,0.176303717,0.488888889,0.298760514,0.574565193,0.377777778,0.225928896,0.419165401,0.23030303,0.130092081,0.056764588
191,0.388888889,0.24415011,0.178607167,0.394444444,0.226347305,0.193903289,0.437037037,0.239663568,0.454161177,0.4,0.249318364,0.462213144,0.233333333,0.131958257,0.057233424
192,0.438888889,0.285651214,0.205138607,0.344444444,0.171190951,0.137368899,0.488888889,0.298893316,0.572353115,0.305555556,0.151055867,0.278712313,0.224242424,0.123118478,0.053091114
